0,737425,737426,737427,737428,737429,737430,737431,737432,737433,737434,737435,737436,737437,737438,737439,737440,737441,737442,737443,737444,737445,737446,737447,737448,737449,737450,737451,737452,737453,737454,737455,737456,737457,737458,737459,737460,737461,737462,737463,737464,737465,737466,737467,737468,737469,737470,737471,737472,737473,737474,737475,737476,737477,737478,737479,737480,737481,737482,737483,737484,737485,737486,737487,737488,737489,737490,737491,737492,737493,737494,737495,737496,737497,737498,737499,737500,737501,737502,737503,737504,737505,737506,737507,737508,737509,737510,737511,737512,737513,737514,737515,737516,737517,737518,737519,737520,737521,737522,737523,737524,737525,737526,737527,737528,737529,737530,737531,737532,737533,737534,737535,737536,737537,737538,737539,737540,737541,737542,737543,737544
1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,4,2,4,5,3,7,3,4,9,14,14,16,11,11,1,11,3,7,10,7,9,0,6,6,7,5,4,3,1,0,0,4,7,4,2,2,3,1,1,3,4,1,1,0,2,2
1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,1,1,3,2,2,1,3,1,6,2,9,10,9,1,2,11,3,9,3,2,0,0,5,3,3,1,2,2,0,0,1,2,1,1,0,0,5,0,0,0,1,1,0,2,0
1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,4,4,4,4,5,2,1,4,9,5,7,8,9,7,1,13,16,10,14,8,2,9,12,7,8,4,1,2,6,3,4,3,2,3,0,0,0,0,0,5,1,1,1,2,2
1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,5,0,0,7,1,3,5,8,0,0,4,3,7,2,1,1,0,6,5,4,2,2,0,0,0,0,2,1,1,0,2,0,0,2,0,1,0,0,0,0,0
1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,1,1,4,6,5,10,13,11,5,8,11,9,9,14,9,5,6,15,10,14,8,12,3,3,12,12,9,1,3,1,70,4,7,9,12,9,5,5,5,6,9,5,3,1,3,0,2
2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,6,3,3,5,20,26,29,42,33,76,73,73,134,128,193,140,110,148,127,178,142,147,139,143,106,71,151,134,167,154,110,105,102,186,105,116,99,78,44,42,58,75,64,95,34,16,30,58,46,50,40,43,18,19,19,37
3101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,2,0,3,2,5,8,4,26,2,16,6,14,15,29,6,3,20,18,23,10,5,6,2,9,4,23,3,1,2,2,4,4,3,2,2,0,1,0,2,0,5,1,1,0,1,3
3102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,3,8,6,1,2,4,3,8,3,0,5,3,5,3,3,3,3,2,0,13,5,4,3,0,0,2,2,5,3,3,1,2,1,2,0,7,0,0,0,2,2,0
3103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,2,5,4,8,2,5,13,6,63,29,19,0,19,8,25,3,3,0,2,2,6,9,7,1,1,0,0,3,4,10,4,1,0,4,3,2,0,1,0,0,1,0
3151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,9,6,1,4,5,2,1,3,1,4,5,3,10,0,8,9,6,2,5,2,1,3,5,1,1,0,0,3,0,2,4,5,1,0,0,1,1,0,0,1,0,0,1,0,1
3153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,2,5,2,2,3,0,1,8,6,9,6,0,0,7,1,1,10,4,8,5,0,3,8,15,0,0,0,0,10,9,4,5,0,0,23,5,8,5,2,0,0,14,7,3
3154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,3,5,2,2,4,4,11,6,7,2,5,6,9,0,3,3,0,2,1,3,4,2,2,1,0,0,0,2,4,0,20,1,2,0,15,0,3,0,1,0,4
3155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,2,3,3,0,0,5,4,0,3,3,0,2,4,1,3,2,3,4,0,5,0,4,1,4,2,9,0,2,5,6,5,4,2,0,2,3,4,0,1,1,0,0,1
3157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,1,4,2,5,1,2,2,6,9,7,12,2,18,10,5,5,6,4,0,0,7,5,2,0,2,0,0,1,3,0,2,0,0,0,3,1,0,1,0,0,0,2,1
3158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,8,5,6,5,0,0,3,3,7,8,7,0,2,14,4,5,7,16,1,0,0,5,6,8,11,1,12,0,3,4,0,5,0,0,6,1,2
3159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,4,5,19,7,8,10,4,11,7,9,15,18,9,27,12,11,23,20,23,13,24,9,20,27,10,35,11,54,18,4,49,23,5,45,4,24,26,24,22,8,10,2,11,10,14
3241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,1,2,6,6,24,10,9,11,26,32,71,40,60,30,5,41,70,101,83,51,45,49,59,45,80,51,59,30,21,37,77,79,75,24,20,23,9,41,25,48,46,30,13,12,35,28,32,27,25,24,2,22,0
3251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,5,3,0,4,1,0,7,8,22,0,6,18,12,2,10,8,9,3,10,8,15,18,18,4,1,7,7,16,14,1,2,4,2,7,6,5,7,6,5,4,3,1,5,7,1,1,4,1,0
3252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,5,0,4,5,5,3,0,1,1,4,4,4,8,0,7,16,6,1,4,6,0,0,2,1,2,1,0,0,2,1,2,3,2,1,3,0,5,1,0,1,0,1,0,2,1
3254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,4,2,5,1,17,17,15,4,14,0,10,11,4,10,9,6,1,3,9,10,10,7,6,0,3,8,6,4,6,4,1,2,0,10,11,9,8,3,1,13,2,4,2,0,0,3,4,0
3255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,5,2,2,1,6,3,4,0,1,5,2,3,5,3,0,9,7,6,3,2,3,0,0,1,11,1,0,3,0,0,0,3,1,0,1,0,0,3,0,1,0,0,0,0,0,0
3256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,1,2,3,3,1,1,2,2,1,3,0,1,1,1,7,4,0,2,8,2,0,1,3,4,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,5,0
3257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,7,7,3,4,2,0,1,6,7,4,5,0,0,1,4,3,4,13,3,0,2,8,13,7,7,2,1,1,2,7,3,1,3,0,0,1,1,2,1,1,2,0,2,0
3351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,2,0,0,5,6,4,1,4,1,0,8,6,8,9,8,2,1,12,8,4,2,3,4,0,4,1,6,4,4,1,4,1,4,7,2,1,1,0,0,1,3,2,3,3,3,2,4,9
3352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,1,7,5,6,1,0,0,13,2,0,5,3,0,0,5,1,4,0,3,0,0,3,5,2,2,0,1,0,0,2,1,0,0,0,0,3,1,5,0,8,0,1,3,3,3
3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,7,2,9,4,3,15,8,20,13,12,6,4,7,14,10,2,14,1,14,24,21,13,39,7,1,21,13,15,22,11,12,3,1,11,6,13,22,7,1,1,11,17,4,14,1,0,1,6,4
3354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,2,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
3355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,18,6,13,11,8,0,1,4,4,2,4,6,0,2,12,10,5,5,4,0,4,3,6,5,2,0,1,0,5,3,6,3,0,0,3,1,2,0,0,0,0,0,0,0
3356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,1,0,7,1,0,2,1,1,0,2,2,2,4,8,2,0,3,1,5,2,0,0,0,3,0,4,0,1,3,1,0,2,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1
3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,6,0,5,0,2,2,3,2,2,2,3,2,9,0,4,1,1,1,5,4,0,6,1,0,2,3,1,2,0,5,1,1,4,3,2,0,0,1,1,0,0,1,1,0,0,1,1
3358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2,0,1,3,0,6,5,1,2,1,3,2,3,5,4,1,1,0,5,3,0,3,0,0,1,2,2,1,1,0,1,0,2,1,0,0,0,0,3,0
3359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,6,3,1,3,4,1,4,4,3,9,8,4,5,7,7,11,14,5,5,1,7,2,7,10,9,6,1,0,7,2,3,5,0,3,1,2,1,0,0,2,0,0,1,4,2,1,0,0,2,1,0
3360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,0,3,1,0,3,0,4,0,0,3,4,1,0,2,1,0,0,0,2,2,0,0,1,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0
3361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,2,0,1,2,7,1,4,1,0,9,1,2,4,7,7,0,1,15,7,2,14,0,0,6,4,1,0,1,0,0,0,2,1,2,0,0,0,1,0,2,0,0,0,0,1,1,1
3401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,3,0,0,0,4,0,2,1,1,0,2,1,3,0,1,1,1,0,0,0,2,1,0,0,0,2,0,1,1,0,1,3,0,0,3,1,0,0,3,1,0,0
3402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,4,4,0,3,0,1,3,7,0,0,18,6,5,1,12,6,6,4,2,6,11,5,17,2,3,0,2,4,2,1,2,4,1,1,1,1,0,0,0,1,2,0,1,0,0,2,2,0
3404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,11,0,1,28,8,15,22,6,9,10,10,19,16,13,10,19,7,19,10,3,10,14,11,14,17,25,16,9,8,9,2,4,3,5,9,9,2,3,7,4,4,3,3,1,0,0,1,0
3405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
3451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,1,0,1,2,5,0,3,3,3,4,5,4,10,9,9,14,0,2,6,3,7,9,1,1,5,6,6,4,0,0,6,2,1,7,6,0,0,5,0,3,0,1,1,0,0,0,0,0
3452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,7,0,3,3,0,4,2,4,0,1,2,0,4,3,4,0,5,9,3,5,4,1,0,1,1,1,3,1,0,0,0,0,1,0,0,0,0,0,1,5,2,0,1,0,0,2,1,1
3453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,3,3,1,2,1,8,4,5,3,1,4,1,2,0,3,4,3,3,1,1,2,8,12,8,0,0,2,1,1,0,0,0,1,1,0,1,3,1,0,0,0,0
3454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,10,7,4,1,11,9,10,1,4,6,15,14,10,19,6,3,7,15,8,9,8,10,2,14,31,9,11,31,4,11,7,13,10,19,4,2,0,5,2,5,5,0,1,1,2,1,2
3455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,2,0,1,0,0,2,3,2,0,5,0,0,1,0,0,0,1,1,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
